iter	Passed	Remaining
1567	13616	3751
1568	13625	3742
1569	13633	3734
1570	13642	3725
1571	13651	3716
1572	13660	3708
1573	13669	3699
1574	13677	3690
1575	13685	3681
1576	13695	3673
1577	13703	3664
1578	13711	3655
1579	13719	3647
1580	13728	3638
1581	13738	3629
1582	13747	3621
1583	13756	3612
1584	13766	3604
1585	13775	3595
1586	13784	3587
1587	13792	3578
1588	13800	3569
1589	13810	3561
1590	13820	3552
1591	13828	3544
1592	13838	3535
1593	13848	3527
1594	13857	3518
1595	13866	3509
1596	13876	3501
1597	13887	3493
1598	13896	3484
1599	13905	3476
1600	13914	3467
1601	13923	3459
1602	13934	3450
1603	13942	3442
1604	13952	3433
1605	13961	3425
1606	13970	3416
1607	13980	3408
1608	13989	3399
1609	13998	3391
1610	14007	3382
1611	14015	3373
1612	14023	3364
1613	14033	3356
1614	14044	3348
1615	14054	3339
1616	14063	3331
1617	14073	3322
1618	14081	3313
1619	14089	3304
1620	14097	3296
1621	14106	3287
1622	14115	3278
1623	14123	3269
1624	14132	3261
1625	14142	3252
1626	14150	3244
1627	14159	3235
1628	14168	3226
1629	14176	3217
1630	14187	3209
1631	14197	3201
1632	14207	3192
1633	14216	3184
1634	14224	3175
1635	14234	3167
1636	14243	3158
1637	14252	3149
1638	14260	3141
1639	14270	3132
1640	14279	3123
1641	14287	3115
1642	14295	3106
1643	14305	3097
1644	14314	3089
1645	14324	3080
1646	14334	3072
1647	14342	3063
1648	14351	3054
1649	14357	3045
1650	14365	3036
1651	14375	3028
1652	14385	3019
1653	14393	3010
1654	14402	3002
1655	14410	2993
1656	14419	2984
1657	14427	2975
1658	14436	2967
1659	14444	2958
1660	14453	2949
1661	14465	2941
1662	14474	2933
1663	14482	2924
1664	14491	2915
1665	14501	2907
1666	14510	2898
1667	14521	2890
1668	14529	2881
1669	14537	2872
1670	14546	2863
1671	14554	2855
1672	14565	2846
1673	14575	2838
