iter	RMSE
1681	905628.1261
1682	905628.1261
1683	905628.1255
1684	905628.1251
1685	905628.125
1686	905628.1247
1687	905628.1247
1688	905628.1247
1689	905628.1243
1690	905628.124
1691	905628.124
1692	905628.124
1693	905628.1238
1694	905628.1233
1695	905628.1232
1696	905628.1229
1697	905628.1222
1698	905628.1218
1699	905628.1215
1700	905628.1213
1701	905628.1209
1702	905628.1205
1703	905628.1201
1704	905628.1199
1705	905628.1199
1706	905628.1196
1707	905628.1195
1708	905628.1194
1709	905628.1188
1710	905628.1187
1711	905628.1187
1712	905628.1186
1713	905628.1186
1714	905628.1186
1715	905628.1184
1716	905628.1182
1717	905628.118
1718	905628.1177
1719	905628.1177
1720	905628.1174
1721	905628.1172
1722	905628.117
1723	905628.1168
1724	905628.1168
1725	905628.1162
1726	905628.1162
1727	905628.1162
1728	905628.116
1729	905628.116
1730	905628.1158
1731	905628.1155
1732	905628.1154
1733	905628.1154
1734	905628.1154
1735	905628.1154
1736	905628.1154
1737	905628.1149
1738	905628.1149
1739	905628.1147
1740	905628.1145
1741	905628.1142
1742	905628.114
1743	905628.1139
1744	905628.1139
1745	905628.1138
1746	905628.1138
1747	905628.1138
1748	905628.1137
1749	905628.1136
1750	905628.1136
1751	905628.1136
1752	905628.1136
1753	905628.1133
1754	905628.1133
1755	905628.1133
1756	905628.113
1757	905628.1129
1758	905628.1129
1759	905628.1128
1760	905628.1127
1761	905628.1125
1762	905628.112
1763	905628.112
1764	905628.1118
1765	905628.1117
1766	905628.1115
1767	905628.1115
1768	905628.1114
1769	905628.1114
1770	905628.1114
1771	905628.1112
1772	905628.111
1773	905628.1108
1774	905628.1106
1775	905628.1101
1776	905628.1101
1777	905628.1101
1778	905628.1101
1779	905628.1101
1780	905628.11
1781	905628.11
1782	905628.1099
1783	905628.1096
1784	905628.1093
1785	905628.1093
1786	905628.1092
1787	905628.1092
1788	905628.109
1789	905628.109
1790	905628.1089
1791	905628.1088
1792	905628.1087
1793	905628.1087
1794	905628.1086
1795	905628.1084
1796	905628.1084
1797	905628.1084
1798	905628.1083
1799	905628.1083
1800	905628.1082
1801	905628.1082
1802	905628.1081
1803	905628.1081
1804	905628.1081
1805	905628.1081
1806	905628.1078
1807	905628.1076
1808	905628.1076
1809	905628.1076
1810	905628.1074
1811	905628.1073
1812	905628.1073
1813	905628.1073
1814	905628.1072
1815	905628.1071
1816	905628.1071
1817	905628.1071
1818	905628.107
1819	905628.1069
1820	905628.1069
1821	905628.1069
1822	905628.1067
1823	905628.1067
1824	905628.1066
1825	905628.1065
1826	905628.1065
1827	905628.1065
1828	905628.1063
1829	905628.1061
1830	905628.1061
1831	905628.106
1832	905628.106
1833	905628.106
1834	905628.1057
1835	905628.1057
1836	905628.1057
1837	905628.1056
1838	905628.1056
1839	905628.1053
1840	905628.1053
1841	905628.1052
1842	905628.1052
1843	905628.1052
1844	905628.1049
1845	905628.1047
1846	905628.1046
1847	905628.1045
1848	905628.1045
1849	905628.1045
1850	905628.1042
1851	905628.1042
1852	905628.1042
1853	905628.1041
1854	905628.104
1855	905628.1039
1856	905628.1039
1857	905628.1039
1858	905628.1039
1859	905628.1038
1860	905628.1038
1861	905628.1037
1862	905628.1037
1863	905628.1036
1864	905628.1036
1865	905628.1036
1866	905628.1036
1867	905628.1035
1868	905628.1035
1869	905628.1034
1870	905628.1034
1871	905628.1033
1872	905628.1033
1873	905628.1033
1874	905628.1032
1875	905628.1031
1876	905628.1031
1877	905628.1031
1878	905628.1031
1879	905628.103
1880	905628.1029
1881	905628.1029
1882	905628.1028
1883	905628.1028
1884	905628.1027
1885	905628.1027
1886	905628.1026
1887	905628.1025
1888	905628.1025
1889	905628.1024
1890	905628.1024
1891	905628.1024
1892	905628.1023
1893	905628.1023
1894	905628.1022
1895	905628.1022
1896	905628.1022
1897	905628.1021
1898	905628.1021
1899	905628.1021
1900	905628.1021
1901	905628.1019
1902	905628.1018
1903	905628.1018
1904	905628.1017
1905	905628.1017
1906	905628.1017
1907	905628.1017
1908	905628.1017
1909	905628.1016
1910	905628.1016
1911	905628.1015
1912	905628.1015
1913	905628.1015
1914	905628.1014
1915	905628.1013
1916	905628.1013
1917	905628.1013
1918	905628.1013
1919	905628.1013
1920	905628.1012
1921	905628.1012
1922	905628.1012
1923	905628.1012
1924	905628.1011
1925	905628.1011
1926	905628.1011
1927	905628.1011
1928	905628.1011
1929	905628.101
1930	905628.1009
1931	905628.1009
1932	905628.1009
1933	905628.1009
1934	905628.1008
1935	905628.1008
1936	905628.1008
1937	905628.1007
1938	905628.1007
1939	905628.1007
1940	905628.1005
1941	905628.1005
1942	905628.1004
1943	905628.1004
1944	905628.1004
1945	905628.1004
1946	905628.1004
1947	905628.1003
1948	905628.1003
1949	905628.1002
1950	905628.1002
1951	905628.1002
1952	905628.1002
1953	905628.1002
1954	905628.1001
1955	905628.1001
1956	905628.1001
1957	905628.1
1958	905628.1
1959	905628.1
1960	905628.1
1961	905628.1
1962	905628.1
1963	905628.0999
1964	905628.0999
1965	905628.0999
1966	905628.0999
1967	905628.0998
1968	905628.0998
1969	905628.0997
1970	905628.0997
1971	905628.0997
1972	905628.0997
1973	905628.0997
1974	905628.0996
1975	905628.0996
1976	905628.0996
1977	905628.0996
1978	905628.0995
1979	905628.0995
1980	905628.0995
1981	905628.0995
1982	905628.0995
1983	905628.0995
1984	905628.0995
1985	905628.0995
1986	905628.0994
1987	905628.0994
1988	905628.0993
1989	905628.0993
1990	905628.0993
1991	905628.0993
1992	905628.0992
1993	905628.0992
1994	905628.0992
1995	905628.0992
1996	905628.0991
1997	905628.0991
1998	905628.0991
1999	905628.0991
