iter	RMSE
905	905669.8798
906	905669.7006
907	905669.3233
908	905668.9169
909	905668.7393
910	905668.3146
911	905667.844
912	905667.828
913	905667.2634
914	905666.7861
915	905666.2255
916	905666.2029
917	905665.874
918	905665.2645
919	905665.0917
920	905664.6486
921	905663.7216
922	905663.7147
923	905663.7045
924	905663.3946
925	905663.3884
926	905662.7916
927	905662.2227
928	905662.1799
929	905662.1698
930	905661.855
931	905661.462
932	905660.7657
933	905660.5146
934	905659.9617
935	905659.9517
936	905659.6071
937	905659.4944
938	905659.273
939	905658.8413
940	905658.6965
941	905658.555
942	905658.058
943	905657.6674
944	905657.4704
945	905657.4595
946	905657.3438
947	905657.2136
948	905656.6873
949	905656.5364
950	905656.4384
951	905656.4331
952	905656.3458
953	905656.0917
954	905655.7891
955	905655.7781
956	905655.3821
957	905654.1826
958	905653.8219
959	905653.1793
960	905653.0911
961	905653.0699
962	905652.8693
963	905652.805
964	905652.6646
965	905652.6573
966	905652.2197
967	905651.854
968	905651.3073
969	905650.8071
970	905650.5018
971	905650.2452
972	905649.7368
973	905649.4376
974	905649.4289
975	905649.3544
976	905649.2958
977	905648.7336
978	905648.3024
979	905648.2866
980	905647.9454
981	905647.795
982	905647.4698
983	905647.0999
984	905647.0344
985	905647.0253
986	905646.9099
987	905646.7272
988	905646.5995
989	905646.5364
990	905646.5299
991	905646.3721
992	905646.2563
993	905646.249
994	905646.16
995	905645.9857
996	905645.9798
997	905645.9579
998	905645.9562
999	905645.4056
1000	905645.214
1001	905644.6205
1002	905644.6168
1003	905644.3726
1004	905644.3239
1005	905644.3199
1006	905644.0208
1007	905643.9732
1008	905643.6929
1009	905643.6911
1010	905643.5664
1011	905643.2808
1012	905643.2752
1013	905643.0093
1014	905643.005
1015	905643
1016	905642.7898
1017	905642.5962
1018	905642.5937
1019	905642.5902
1020	905642.567
1021	905642.4017
1022	905642.2251
1023	905641.7848
1024	905641.6453
1025	905641.5119
1026	905641.4429
1027	905641.4416
1028	905641.1254
1029	905640.8723
1030	905640.7376
1031	905640.7331
1032	905640.6359
1033	905640.4116
1034	905640.1659
1035	905640.1638
1036	905640.0955
1037	905640.0928
1038	905640.0921
1039	905639.9676
1040	905639.8051
1041	905639.7265
1042	905639.5307
1043	905639.4662
1044	905639.3559
1045	905639.3181
1046	905639.1905
1047	905639.1882
1048	905639.158
1049	905639.0223
1050	905639.0197
1051	905639.0033
1052	905638.7948
1053	905638.6903
1054	905638.6444
1055	905638.4366
1056	905638.2214
1057	905638.1051
1058	905638.1031
1059	905638.028
1060	905637.8556
1061	905637.6775
1062	905637.4215
1063	905637.0964
1064	905637.0306
1065	905636.8158
1066	905636.7158
1067	905636.6273
1068	905636.625
1069	905636.593
1070	905636.4605
1071	905636.4329
1072	905636.1528
1073	905636.0077
1074	905635.944
1075	905635.9227
1076	905635.8312
1077	905635.67
1078	905635.6599
1079	905635.5426
1080	905635.5396
1081	905635.4832
1082	905635.3562
1083	905635.2621
1084	905635.1568
1085	905635.1545
1086	905635.0211
1087	905635.0191
1088	905634.8864
1089	905634.8138
1090	905634.7438
1091	905634.6589
1092	905634.6573
1093	905634.6068
1094	905634.5404
1095	905634.3939
1096	905634.3295
1097	905634.3279
1098	905634.2932
1099	905634.1957
1100	905634.1286
1101	905634.1264
1102	905634.0997
1103	905634.0312
1104	905633.9051
1105	905633.9029
1106	905633.7701
1107	905633.6769
1108	905633.5819
1109	905633.5087
1110	905633.5072
1111	905633.3821
1112	905633.3222
1113	905633.3203
1114	905633.3197
1115	905633.2958
1116	905633.1837
1117	905633.0382
1118	905632.9433
1119	905632.8469
1120	905632.8377
1121	905632.7372
1122	905632.6697
1123	905632.6668
1124	905632.6661
1125	905632.665
1126	905632.664
1127	905632.631
1128	905632.5996
1129	905632.5669
1130	905632.5275
1131	905632.5169
1132	905632.5161
1133	905632.4479
1134	905632.4133
1135	905632.3099
1136	905632.2318
1137	905632.1836
1138	905632.1795
1139	905632.1773
1140	905632.1493
1141	905632.1005
1142	905632.0537
1143	905632.038
1144	905631.9277
1145	905631.8615
1146	905631.8598
1147	905631.8437
1148	905631.8261
1149	905631.8203
1150	905631.7781
1151	905631.687
1152	905631.6684
1153	905631.5818
1154	905631.5489
1155	905631.5321
1156	905631.5307
1157	905631.4458
1158	905631.4182
1159	905631.3693
1160	905631.3488
1161	905631.3469
1162	905631.3458
1163	905631.3078
1164	905631.2812
1165	905631.2376
1166	905631.1963
1167	905631.1811
1168	905631.1489
1169	905631.1476
1170	905631.1354
1171	905631.0896
1172	905631.0841
1173	905631.0749
1174	905631.0623
1175	905631.0613
1176	905631.0208
1177	905630.9632
1178	905630.9257
1179	905630.9144
1180	905630.914
1181	905630.8182
1182	905630.8139
1183	905630.7669
1184	905630.7134
1185	905630.6985
1186	905630.6435
1187	905630.587
1188	905630.5514
1189	905630.5198
1190	905630.5187
1191	905630.4806
1192	905630.4486
1193	905630.4128
1194	905630.412
1195	905630.4118
1196	905630.3811
1197	905630.3806
1198	905630.3745
1199	905630.3596
1200	905630.3364
1201	905630.3013
1202	905630.2985
1203	905630.2681
1204	905630.2394
1205	905630.1897
1206	905630.1699
1207	905630.163
1208	905630.1506
1209	905630.1158
1210	905630.1035
1211	905630.0964
1212	905630.0956
1213	905630.0895
1214	905630.0887
1215	905630.0595
1216	905630.0502
1217	905630.0497
1218	905630.0493
1219	905630.0491
1220	905630.0487
1221	905630.0483
1222	905630.0477
1223	905630.0294
1224	905630.0292
1225	905629.9801
1226	905629.9798
1227	905629.9541
1228	905629.9173
1229	905629.8805
1230	905629.8804
1231	905629.8558
1232	905629.8435
1233	905629.8433
1234	905629.8431
1235	905629.8428
1236	905629.8242
1237	905629.8046
1238	905629.7932
1239	905629.7928
1240	905629.7808
1241	905629.7417
1242	905629.7363
1243	905629.7359
1244	905629.7358
1245	905629.7134
1246	905629.698
1247	905629.6486
1248	905629.6434
1249	905629.6429
1250	905629.6321
1251	905629.6112
1252	905629.5925
1253	905629.591
1254	905629.5683
1255	905629.5259
1256	905629.5238
1257	905629.5097
1258	905629.5089
1259	905629.5084
1260	905629.5049
1261	905629.4849
1262	905629.4845
1263	905629.4223
1264	905629.4104
1265	905629.4101
1266	905629.4004
1267	905629.3876
1268	905629.3873
1269	905629.387
1270	905629.3865
1271	905629.3824
1272	905629.3822
1273	905629.3682
1274	905629.368
1275	905629.3471
1276	905629.3432
1277	905629.3386
1278	905629.3347
1279	905629.3197
1280	905629.3025
1281	905629.2717
1282	905629.2541
1283	905629.2363
1284	905629.2357
1285	905629.2354
1286	905629.2177
1287	905629.2062
1288	905629.2058
1289	905629.1994
1290	905629.1993
1291	905629.184
1292	905629.1572
1293	905629.1438
1294	905629.1231
1295	905629.118
1296	905629.1105
1297	905629.0957
1298	905629.0827
1299	905629.0821
1300	905629.069
1301	905629.0479
1302	905629.0292
1303	905629.0268
1304	905629.0265
1305	905629.0224
1306	905629.0221
1307	905629.0195
1308	905629.0151
1309	905629.0147
1310	905629.0145
1311	905629.0026
1312	905628.9875
1313	905628.9873
1314	905628.9721
1315	905628.9628
1316	905628.9416
1317	905628.9414
1318	905628.9276
1319	905628.9263
1320	905628.9103
1321	905628.9102
1322	905628.8946
1323	905628.8798
1324	905628.8727
1325	905628.8722
1326	905628.8675
1327	905628.863
1328	905628.8446
1329	905628.8385
1330	905628.8292
1331	905628.8278
1332	905628.8275
1333	905628.826
1334	905628.8258
1335	905628.8257
1336	905628.8172
1337	905628.8142
1338	905628.7949
1339	905628.7878
1340	905628.7797
1341	905628.7725
1342	905628.7724
1343	905628.7681
1344	905628.7575
1345	905628.7448
1346	905628.7393
1347	905628.7286
1348	905628.7284
1349	905628.7282
1350	905628.7282
1351	905628.7176
1352	905628.7174
1353	905628.7174
1354	905628.7172
1355	905628.7107
1356	905628.7003
1357	905628.6972
1358	905628.6869
1359	905628.6799
1360	905628.6786
1361	905628.6785
1362	905628.6783
1363	905628.6783
1364	905628.6697
1365	905628.6696
1366	905628.6693
1367	905628.6571
1368	905628.6431
1369	905628.6413
1370	905628.6303
1371	905628.6199
1372	905628.6186
1373	905628.6184
1374	905628.6061
1375	905628.6017
1376	905628.6002
1377	905628.6001
1378	905628.587
1379	905628.5816
1380	905628.5814
1381	905628.5737
1382	905628.5736
1383	905628.56
1384	905628.56
1385	905628.5502
1386	905628.5409
1387	905628.5408
1388	905628.5406
1389	905628.5351
1390	905628.5253
1391	905628.5188
1392	905628.5186
1393	905628.5185
1394	905628.5184
1395	905628.5183
1396	905628.5167
1397	905628.5131
1398	905628.5097
1399	905628.5071
1400	905628.5009
1401	905628.5008
1402	905628.4968
1403	905628.4967
1404	905628.4904
1405	905628.486
1406	905628.4855
1407	905628.4838
1408	905628.4834
1409	905628.4801
1410	905628.48
1411	905628.48
1412	905628.4748
1413	905628.4688
1414	905628.4686
1415	905628.4632
1416	905628.4595
1417	905628.455
1418	905628.4497
1419	905628.4476
1420	905628.4475
1421	905628.4475
1422	905628.4474
1423	905628.4426
1424	905628.4377
1425	905628.4376
1426	905628.4364
1427	905628.4336
1428	905628.4285
1429	905628.4284
1430	905628.4284
1431	905628.4264
1432	905628.4263
1433	905628.4234
1434	905628.4165
1435	905628.414
1436	905628.4117
1437	905628.4108
1438	905628.4013
1439	905628.3968
1440	905628.3952
1441	905628.3922
1442	905628.3887
1443	905628.3885
1444	905628.3883
1445	905628.3883
1446	905628.3853
1447	905628.3847
1448	905628.3832
1449	905628.3773
1450	905628.3757
1451	905628.3707
1452	905628.3698
1453	905628.3698
1454	905628.364
1455	905628.3639
1456	905628.3639
1457	905628.3621
1458	905628.3573
1459	905628.353
1460	905628.3507
1461	905628.3496
1462	905628.3484
1463	905628.3484
1464	905628.3385
1465	905628.3346
1466	905628.3292
1467	905628.325
1468	905628.3245
1469	905628.3212
1470	905628.3212
1471	905628.3211
1472	905628.3185
1473	905628.3129
1474	905628.306
1475	905628.3038
1476	905628.302
1477	905628.3002
1478	905628.2985
1479	905628.2974
1480	905628.2951
1481	905628.2908
1482	905628.2878
1483	905628.2871
1484	905628.2862
1485	905628.2861
1486	905628.284
1487	905628.2813
1488	905628.2803
1489	905628.2789
1490	905628.2755
1491	905628.2755
1492	905628.2723
1493	905628.2698
1494	905628.2698
1495	905628.267
1496	905628.2644
1497	905628.2621
1498	905628.262
1499	905628.2605
1500	905628.26
1501	905628.2581
1502	905628.2565
1503	905628.2552
1504	905628.2517
1505	905628.2488
1506	905628.2487
1507	905628.248
1508	905628.2479
1509	905628.2447
1510	905628.2417
1511	905628.2416
1512	905628.2414
1513	905628.2397
1514	905628.2382
1515	905628.2347
1516	905628.2346
1517	905628.2337
1518	905628.2331
1519	905628.2314
1520	905628.23
1521	905628.2281
1522	905628.2268
1523	905628.2254
1524	905628.2225
1525	905628.2208
1526	905628.2208
1527	905628.2191
1528	905628.219
1529	905628.2175
1530	905628.2163
1531	905628.2151
1532	905628.215
1533	905628.215
1534	905628.2145
1535	905628.2142
1536	905628.2124
1537	905628.2107
1538	905628.2092
1539	905628.2081
1540	905628.208
1541	905628.2068
1542	905628.2068
1543	905628.2058
1544	905628.2057
1545	905628.2045
1546	905628.2045
1547	905628.2038
1548	905628.2034
1549	905628.1979
1550	905628.1968
1551	905628.1942
1552	905628.1925
1553	905628.1925
1554	905628.1924
1555	905628.1924
1556	905628.1909
1557	905628.1898
1558	905628.1884
1559	905628.1883
1560	905628.1883
1561	905628.1845
1562	905628.1844
1563	905628.1828
1564	905628.1823
1565	905628.1811
1566	905628.1799
1567	905628.1782
1568	905628.1747
1569	905628.1738
1570	905628.1727
1571	905628.1723
1572	905628.1723
1573	905628.1723
1574	905628.1714
1575	905628.171
1576	905628.1701
1577	905628.1691
1578	905628.1689
1579	905628.1675
1580	905628.1668
1581	905628.1668
1582	905628.1657
1583	905628.1646
1584	905628.1642
1585	905628.1635
1586	905628.1631
1587	905628.1631
1588	905628.163
1589	905628.1617
1590	905628.1604
1591	905628.1604
1592	905628.1596
1593	905628.1596
1594	905628.1594
1595	905628.1586
1596	905628.1576
1597	905628.1564
1598	905628.1563
1599	905628.1555
1600	905628.1543
1601	905628.1543
1602	905628.1536
1603	905628.1527
1604	905628.1527
1605	905628.1527
1606	905628.152
1607	905628.152
1608	905628.1518
1609	905628.151
1610	905628.1509
1611	905628.1505
1612	905628.1504
1613	905628.1502
1614	905628.1494
1615	905628.1489
1616	905628.1485
1617	905628.1475
1618	905628.1474
1619	905628.1472
1620	905628.1459
1621	905628.1459
1622	905628.1457
1623	905628.1456
1624	905628.1451
1625	905628.1432
1626	905628.1432
1627	905628.1421
1628	905628.1421
1629	905628.1413
1630	905628.1409
1631	905628.1405
1632	905628.1405
1633	905628.1402
1634	905628.1402
1635	905628.1398
1636	905628.1398
1637	905628.1397
1638	905628.1397
1639	905628.1397
1640	905628.1394
1641	905628.1389
1642	905628.1389
1643	905628.1389
1644	905628.1388
1645	905628.1388
1646	905628.1381
1647	905628.1374
1648	905628.1374
1649	905628.1369
1650	905628.1369
1651	905628.1369
1652	905628.1368
1653	905628.1362
1654	905628.1362
1655	905628.1353
1656	905628.135
1657	905628.1347
1658	905628.1345
1659	905628.1339
1660	905628.1335
1661	905628.1328
1662	905628.1328
1663	905628.1314
1664	905628.1313
1665	905628.1312
1666	905628.1305
1667	905628.1301
1668	905628.1301
1669	905628.1301
1670	905628.1294
1671	905628.129
1672	905628.1285
1673	905628.1284
1674	905628.1283
1675	905628.1274
1676	905628.1273
1677	905628.1273
1678	905628.1266
1679	905628.1266
1680	905628.1266
