ЮЗАО,Новаторская,11.3,8,40.0,1,15800000.0
СЗАО,Трикотажная,16.2,19,89.6,1,26933718.0
САО,Динамо,6.2,9,84.0,1,34500000.0
Новая Москва,Тёплый Стан,20.5,38,70.3,1,16434114.0
ЮАО,Улица Академика Янгеля,17.3,17,60.0,1,13000000.0
Новая Москва,Саларьево,16.9,30,45.0,5,12394755.0
Новая Москва,Саларьево,23.5,40,63.3,1,12504954.0
Новая Москва,Новомосковская (2024),23.6,33,38.8,1,10887591.0
ЗАО,Новопеределкино,20.7,5,44.1,1,12500000.0
САО,Яхромская (2023),15.1,11,42.0,1,15500000.0
СВАО,Алексеевская,6.4,7,65.0,1,32999999.0
ЦАО,Международная,5.5,6,94.0,1,81000000.0
ЮВАО,Некрасовка,20.3,10,32.3,1,11360583.0
Новая Москва,Саларьево,23.6,34,43.2,1,7923965.0
ЮЗАО,Новаторская,12.4,18,40.0,1,13000000.0
СВАО,Дмитровская,5.9,19,45.9,1,17950000.0
СЗАО,Терехово,10.4,17,70.8,1,32199840.0
Новая Москва,Говорово,16.2,10,40.1,1,15490000.0
Новая Москва,Саларьево,20.5,30,52.9,1,15075654.0
Новая Москва,Саларьево,20.5,30,52.8,1,15001589.0
Новая Москва,Саларьево,23.5,30,38.8,2,13090351.0
СВАО,Бабушкинская,12.8,14,38.0,2,10200000.0
САО,Дмитровская,6.7,10,37.3,2,18357344.0
ЮВАО,Текстильщики,9.1,15,30.5,2,7425000.0
САО,Дмитровская,6.7,10,37.3,2,18285748.0
ЗАО,Мичуринский проспект,11.2,10,70.2,2,33080416.0
ЗАО,Аминьевская,10.5,10,38.0,2,16750000.0
СВАО,Фонвизинская,7.6,7,41.0,2,13700000.0
ЮЗАО,Новые Черёмушки,11.2,14,24.29,2,9799680.0
ВАО,Черкизовская,8.6,16,44.6,2,12800000.0
Новая Москва,Саларьево,17.0,30,37.4,2,10392301.0
СЗАО,Октябрьское Поле,9.8,17,51.3,2,14000000.0
Новая Москва,Новомосковская (2024),25.8,20,73.0,2,14500000.0
ЮАО,Павелецкая,4.1,16,58.5,2,29028109.0
САО,Динамо,5.4,10,74.0,2,36600000.0
САО,Зорге,7.9,15,11.21,2,13935100.0
САО,Дмитровская,6.7,10,64.9,2,22916760.0
ЮВАО,Окская,10.1,19,41.0,2,12500000.0
ЮАО,Домодедовская,18.1,18,10.25,1,8400000.0
ЗАО,Ломоносовский проспект,8.4,8,55.0,1,22400000.0
Новая Москва,Саларьево,16.9,67,61.3,1,12378560.0
СВАО,Бутырская,7.5,14,35.8,1,18770000.0
СВАО,ВДНХ,8.0,18,52.0,2,15699999.0
ЮАО,Варшавская (2022),11.1,9,61.7,1,25500000.0
ЮЗАО,Улица Скобелевская,22.1,16,44.3,1,12250000.0
Новая Москва,Саларьево,20.5,30,75.8,1,15933615.0
ЗАО,Аминьевская,11.4,15,76.1,1,28149600.0
Новая Москва,Саларьево,22.3,30,36.8,1,11421436.0
Новая Москва,Новомосковская (2024),20.5,33,72.9,1,15526203.0
СЗАО,Планерная,16.5,10,45.9,1,12300000.0
ЮАО,Южная,14.7,16,60.0,1,14900000.0
СВАО,Бескудниково,13.8,19,35.7,1,10500000.0
Новая Москва,Саларьево,23.6,34,48.5,1,8763224.0
САО,Яхромская (2023),14.9,9,45.0,1,15000000.0
Новая Москва,Саларьево,20.5,30,49.6,1,14032138.0
СЗАО,Зорге,8.7,16,61.7,1,22795065.0
ЮЗАО,Бунинская аллея,23.7,16,33.4,3,9343323.0
ЮАО,Чертановская,12.6,13,55.0,1,13800000.0
ЮАО,Красный строитель,17.4,12,59.7,3,13700000.0
ЮЗАО,Зюзино,10.8,8,67.1,3,21400000.0
ВАО,Щёлковская,14.1,28,35.1,3,8900000.0
ЮАО,ЗИЛ,6.2,24,36.7,3,16907690.0
ЗАО,Мичуринский проспект,11.2,10,70.5,3,28749900.0
Новая Москва,Новомосковская (2024),23.0,33,38.8,3,11128880.0
ЗАО,Юго-Западная,12.6,11,33.0,3,9600000.0
ЮАО,Кленовый бульвар (2022),16.5,20,53.7,3,14999999.0
ЦАО,Фрунзенская,4.0,10,86.0,3,65000000.0
Новая Москва,Румянцево,17.1,16,38.2,3,8617905.0
ЗАО,Говорово,16.6,8,46.0,3,13500000.0
ЮАО,ЗИЛ,6.1,20,40.1,3,18004900.0
САО,Красный Балтиец,8.3,14,44.0,3,12200000.0
ЮЗАО,Бунинская аллея,23.7,16,58.6,3,14087174.0
Новая Москва,Саларьево,23.6,34,9.2,3,5853520.0
ЗАО,Фили,6.3,2,77.5,3,37284088.0
ЗАО,Аминьевская,6.8,12,76.0,3,26000000.0
САО,Водный стадион,13.4,8,36.2,3,13990000.0
Новая Москва,Новомосковская (2024),25.7,49,34.0,2,8700000.0
ЮАО,Автозаводская,5.6,15,40.0,2,10000000.0
ЗАО,Давыдково,10.7,15,45.0,2,13300000.0
ЮАО,Кантемировская,12.1,14,32.4,2,10500000.0
Новая Москва,Саларьево,20.5,30,44.4,2,14387897.0
ЗАО,Фили,6.4,2,43.3,2,25690410.0
ВАО,Бульвар Рокоссовского,9.8,6,62.5,2,19400000.0
СЗАО,Шелепиха,6.6,12,45.4,2,24658222.0
ЮВАО,Кожуховская,6.9,13,33.9,2,12406086.0
ЮВАО,Люблино,12.9,14,36.0,2,10500000.0
Новая Москва,Саларьево,21.4,30,23.5,2,8368538.0
Новая Москва,Рассказовка,22.1,25,69.9,2,15695319.0
ЮВАО,Лефортово,4.7,14,81.0,2,20500000.0
ЮАО,ЗИЛ,6.2,19,102.4,2,39393280.0
ЮВАО,Текстильщики,9.2,18,42.3,2,12500000.0
ЮЗАО,Бунинская аллея,23.7,16,41.7,2,10340453.0
ВАО,Щёлковская,13.7,16,34.7,1,8100000.0
ЦАО,Москва Товарная,4.0,3,50.0,2,18700000.0
САО,Яхромская (2023),15.0,5,63.6,2,18400000.0
