iter	RMSE
339	876403.9128
340	875555.1409
341	875467.8791
342	874420.3654
343	873936.937
344	873746.9581
345	873572.4125
346	872941.6585
347	872456.1833
348	872324.5435
349	871948.2767
350	871607.0309
351	871338.3693
352	871316.4285
353	870547.4361
354	870527.3256
355	869788.3581
356	869777.0759
357	869231.9799
358	868382.494
359	867991.0999
360	867495.2375
361	867480.8135
362	867473.6382
363	866760.4979
364	866157.8821
365	866148.2365
366	865349.5397
367	865002.0199
368	864904.9306
369	864894.9015
370	864433.0816
371	864355.7593
372	863683.588
373	863675.0849
374	863316.8549
375	863097.7727
376	862811.375
377	862338.8905
378	861846.111
379	861378.3294
380	860981.5028
381	860382.4987
382	860320.4722
383	860159.5015
384	859760.3058
385	859596.6897
386	859204.0819
387	858866.085
388	858628.0828
389	858470.7617
390	858331.5687
391	858317.7162
392	857772.4987
393	857250.9906
394	856908.0065
395	856591.2401
396	856517.4702
397	856215.8191
398	855971.9198
399	855288.1385
400	854817.5892
401	854335.2025
402	854090.7871
403	854016.0084
404	853996.9931
405	853881.8461
406	853782.9921
407	853579.8899
408	853484.5659
409	852881.5497
410	852316.2648
411	852006.5603
412	851931.6905
413	851882.8762
414	851756.6451
415	851746.4921
416	851181.2726
417	850929.6579
418	850920.8952
419	850663.7577
420	849960.9175
421	849948.1409
422	849587.1297
423	849517.7441
424	849382.819
425	849020.1393
426	848888.3667
427	848675.5505
428	848567.7927
429	848458.1605
430	848109.9329
431	847712.2191
432	847314.6606
433	847206.8346
434	847023.8931
435	846791.3464
436	846741.6652
437	846557.9155
438	846238.3663
439	846229.7076
440	846221.455
441	846219.7306
442	846073.9523
443	846067.8125
444	845819.1427
445	845645.2507
446	845526.4832
447	845476.0787
448	845351.1966
449	844998.9661
450	844711.5773
451	844497.6669
452	843974.1364
453	843963.9129
454	843876.7405
455	843417.683
456	843412.0101
457	843407.156
458	843327.092
459	843271.8432
460	842993.8327
461	842861.1971
462	842857.114
463	842782.6529
464	842710.6752
465	842470.5101
466	842452.1098
467	842447.0128
468	842443.353
469	842347.9197
470	842019.504
471	842017.7836
472	842008.2367
473	841726.739
474	841666.0562
475	841472.7348
476	841262.7204
477	841259.9484
478	841258.8272
479	841030.6421
480	840977.7595
481	840751.8546
482	840629.7227
483	840392.6804
484	840389.6066
485	840388.4161
486	840062.4547
487	839935.9666
488	839929.169
489	839925.146
490	839845.3423
491	839726.1095
492	839719.6321
493	839716.0298
494	839601.1985
495	839600.1892
496	839595.9569
497	839592.2947
498	839432.7052
499	839310.1186
500	839002.0202
501	838873.6387
502	838696.1246
503	838466.6828
504	838294.6466
505	838088.0134
506	838027.036
507	837937.8219
508	837904.4947
509	837793.1618
510	837696.0271
511	837392.9679
512	837281.1265
513	837240.7565
514	837238.4003
515	837236.9228
516	837200.256
517	837171.3326
518	837104.3422
519	836987.8323
520	836813.2246
521	836803.484
522	836669.0031
523	836440.5496
524	836320.3257
525	836083.1428
526	836017.6713
527	836013.4362
528	835942.846
529	835935.2543
530	835932.9023
531	835729.1464
532	835727.6359
533	835726.2908
534	835574.675
535	835430.887
536	835126.6652
537	835022.2768
538	834966.9548
539	834856.9178
540	834825.0362
541	834748.7312
542	834736.9624
543	834650.6516
544	834607.3065
545	834499.465
546	834365.6058
547	834307.9338
548	834263.9724
549	834234.2579
550	834138.1346
551	834131.9393
552	834012.4485
553	833938.8191
554	833873.2986
555	833700.1315
556	833645.9875
557	833627.739
558	833510.5351
559	833469.5706
560	833467.5452
561	833349.9792
562	833288.9487
563	833228.6911
564	833196.1546
565	833085.3901
566	833022.4489
567	832895.6837
568	832893.6549
569	832873.2243
570	832871.3405
571	832814.035
572	832799.9852
573	832782.6184
574	832781.0775
575	832656.8055
576	832601.4035
577	832499.6301
578	832496.8593
579	832392.5606
580	832387.5949
581	832377.8757
582	832249.4255
583	832224.5593
584	832223.7327
585	832223.2642
586	832222.6419
587	832119.897
588	832029.5823
589	832008.0448
590	832005.9665
591	831896.1668
592	831895.0723
593	831894.6222
594	831806.4623
595	831775.6023
596	831761.8287
597	831743.0824
598	831742.3573
599	831668.6618
600	831616.7105
601	831519.2825
602	831416.9744
603	831359.6036
604	831358.9493
605	831342.19
606	831277.2311
607	831228.8481
608	831213.2583
609	831209.313
610	831185.7173
611	831185.0524
612	831097.8358
613	831082.0339
614	831026.9237
615	831014.6186
616	831013.4961
617	831012.4521
618	830991.9641
619	830919.4126
620	830912.7695
621	830894.3018
622	830851.6398
623	830817.3738
624	830816.8748
625	830814.3685
626	830814.0751
627	830783.5449
628	830783.4023
629	830740.8828
630	830706.184
631	830601.228
632	830593.5357
633	830569.4485
634	830533.4498
635	830517.3136
636	830501.3805
637	830459.0819
638	830458.3529
639	830438.021
640	830376.0072
641	830375.2147
642	830358.9993
643	830304.9422
644	830253.5137
645	830197.3303
646	830196.4883
647	830176.8565
648	830136.5385
649	830109.6721
650	830067.9218
651	830067.2195
652	830033.8366
653	829981.3233
654	829966.1808
655	829965.3611
656	829964.7572
657	829920.574
658	829903.1397
659	829847.0849
660	829846.0528
661	829815.8603
662	829766.7498
663	829739.3382
664	829704.9126
665	829704.2083
666	829703.7408
667	829703.3072
668	829698.1335
669	829616.4951
670	829544.8326
671	829544.2965
672	829513.9922
673	829506.6041
674	829474.7715
675	829436.6751
676	829422.0331
677	829362.7216
678	829348.8686
679	829347.6475
680	829326.1896
681	829282.3252
682	829272.8209
683	829263.3308
684	829242.7116
685	829220.7354
686	829218.308
687	829216.6424
688	829211.0323
689	829187.7669
690	829166.3378
691	829165.7537
692	829165.2928
693	829147.5558
694	829111.283
695	829078.1967
696	829034.4095
697	829012.371
698	828983.24
699	828951.1407
700	828881.1679
701	828847.5587
702	828846.9134
703	828846.444
704	828827.7688
705	828786.87
706	828770.8394
707	828770.5418
708	828769.8544
709	828722.6773
710	828679.2083
711	828667.0843
712	828666.4602
713	828665.8768
714	828665.5965
715	828657.9307
716	828657.6677
717	828629.6066
718	828629.3545
719	828582.1281
720	828582.0965
721	828565.4474
722	828551.8451
723	828515.0302
724	828489.6478
725	828479.2228
726	828472.8534
727	828455.3312
728	828447.4392
729	828412.5671
730	828412.2996
731	828365.7279
732	828359.0339
733	828327.0697
734	828308.9232
735	828304.3415
736	828286.8804
737	828286.5693
738	828282.8876
739	828265.7416
740	828246.7998
741	828241.854
742	828241.6182
743	828229.0085
744	828202.1181
745	828198.9463
746	828183.9012
747	828176.9449
748	828159.5129
749	828159.2595
750	828138.7123
751	828134.6985
752	828134.3948
753	828124.1291
754	828123.8929
755	828123.6919
756	828104.8145
757	828100.7877
758	828100.6341
759	828100.5558
760	828100.3923
761	828070.5906
762	828070.4154
763	828053.5312
764	828046.2967
765	828046.1401
766	828021.6438
767	827985.1844
768	827925.3019
769	827921.2556
770	827912.7668
771	827907.6077
772	827896.367
773	827896.139
774	827870.1681
775	827864.1045
776	827851.6377
777	827830.0891
778	827815.7892
779	827801.303
780	827791.9124
781	827778.935
782	827776.1388
783	827771.1732
784	827770.7
785	827770.5211
786	827754.2447
787	827751.9984
788	827742.8812
789	827741.2905
790	827735.6763
791	827735.5961
792	827718.5601
793	827717.9617
794	827717.873
795	827717.6087
796	827707.7963
797	827691.5682
798	827691.4202
799	827678.0432
800	827661.5748
801	827650.0355
802	827634.4142
803	827634.2665
804	827622.4769
805	827601.6281
806	827598.5122
807	827583.6258
808	827573.5579
809	827563.7942
810	827546.9243
811	827527.3094
812	827527.1011
813	827512.2251
814	827492.3073
815	827486.087
816	827473.0652
817	827454.7909
818	827438.4093
819	827434.0342
820	827424.9349
821	827423.7954
822	827421.551
823	827421.3937
824	827409.2267
825	827399.4349
826	827386.619
827	827386.409
828	827386.194
829	827383.215
830	827368.9286
831	827368.7644
832	827364.1566
833	827356.8578
834	827340.2633
835	827329.2542
836	827316.0795
837	827315.7958
838	827309.3508
839	827309.293
840	827308.8244
841	827308.4183
842	827299.4609
843	827298.9532
844	827296.917
845	827295.0532
846	827294.9268
847	827276.6697
848	827274.8141
849	827264.5848
850	827258.0516
851	827253.4848
852	827252.132
853	827245.5339
854	827238.4082
855	827238.3164
856	827236.4885
857	827226.0622
858	827225.4399
859	827225.4105
860	827213.007
861	827210.0802
862	827201.4277
863	827201.257
864	827195.9115
865	827184.7545
866	827176.2873
867	827176.2383
868	827176.1966
869	827176.1142
870	827166.3408
871	827166.2779
872	827166.1956
873	827163.9791
874	827150.7191
875	827140.4336
876	827120.8196
877	827114.049
878	827110.7758
879	827110.7202
880	827099.9894
881	827090.819
882	827090.7625
883	827076.6774
884	827076.6606
885	827072.4871
886	827065.8721
887	827062.6408
888	827047.6001
889	827034.6257
890	827028.3032
891	827008.6389
892	827007.3315
893	826997.687
894	826988.8357
895	826988.6375
896	826980.8462
897	826977.0335
898	826971.4653
899	826961.637
900	826959.9396
901	826959.1163
902	826959.0299
903	826956.6718
904	826956.6001
905	826948.4421
906	826946.0753
907	826934.6806
908	826934.6281
909	826926.6108
910	826924.7201
911	826924.6609
912	826920.842
913	826920.8007
914	826918.4083
915	826912.178
916	826912.0782
917	826912.0628
918	826908.7994
919	826901.2215
920	826891.2533
921	826891.2224
922	826891.1113
923	826888.8132
924	826879.1708
925	826879.1428
926	826870.3317
927	826869.0702
928	826859.5625
929	826859.5153
930	826855.3649
931	826850.264
932	826850.2223
933	826850.2137
934	826850.1901
935	826850.158
936	826844.1815
937	826840.9785
938	826840.8778
939	826832.2791
940	826826.6703
941	826826.5744
942	826821.8678
943	826819.0113
944	826815.0159
945	826813.5598
946	826811.9284
947	826807.0148
948	826804.4962
949	826803.2655
950	826803.1421
951	826800.0405
952	826789.7013
953	826785.0765
954	826778.0149
955	826774.4938
956	826772.4636
957	826769.4251
958	826765.6497
959	826765.5913
960	826764.2
961	826760.5774
962	826755.2856
963	826749.2442
964	826746.6186
965	826745.9888
966	826745.6909
967	826745.5039
968	826745.4865
969	826739.8108
970	826739.655
971	826739.5186
972	826739.4546
973	826732.7652
974	826730.7852
975	826726.0392
976	826725.9723
977	826725.9137
978	826720.4267
979	826720.3963
980	826719.6315
981	826713.6234
982	826713.4931
983	826709.7031
984	826709.3126
985	826708.906
986	826702.0538
987	826698.4534
988	826694.0993
989	826691.1929
990	826683.8791
991	826683.8508
992	826677.0227
993	826675.6444
994	826672.6689
995	826672.6138
996	826666.1963
997	826666.1478
998	826666.1381
999	826665.9316
1000	826662.4438
1001	826662.4393
1002	826662.4354
1003	826662.4184
1004	826659.9156
1005	826658.5505
1006	826656.7941
1007	826655.8169
1008	826655.6596
1009	826653.4198
1010	826649.5424
1011	826646.2121
1012	826643.7234
1013	826636.9915
1014	826633.6148
1015	826630.3608
1016	826628.4338
1017	826626.5647
1018	826621.8642
1019	826619.1097
1020	826615.7883
1021	826613.1608
1022	826610.8969
1023	826606.8378
1024	826604.0627
1025	826598.0143
1026	826597.9527
1027	826597.9274
1028	826595.3505
1029	826594.5981
1030	826594.5111
1031	826591.6422
1032	826589.9013
1033	826589.6247
1034	826589.5853
1035	826588.0481
1036	826585.8024
1037	826585.2053
1038	826585.2021
1039	826581.3977
1040	826579.0456
1041	826578.4376
1042	826574.7196
1043	826571.2002
1044	826569.3812
1045	826566.2832
1046	826565.06
1047	826562.6937
1048	826562.0537
1049	826559.0086
1050	826558.7547
1051	826558.3045
1052	826558.25
1053	826556.2077
1054	826552.1778
1055	826551.6376
1056	826551.6104
1057	826550.0009
1058	826547.7655
1059	826547.2813
1060	826547.2558
1061	826544.0912
1062	826541.7115
1063	826541.673
1064	826541.2913
1065	826540.5672
1066	826540.5162
1067	826537.2128
1068	826536.3249
1069	826534.2504
1070	826533.6318
1071	826532.3975
1072	826527.1267
1073	826523.943
1074	826518.5134
1075	826516.5103
1076	826514.2256
1077	826513.4417
1078	826513.4035
1079	826513.0672
1080	826511.15
1081	826508.5835
1082	826508.2239
1083	826507.7251
1084	826507.0551
1085	826505.5322
1086	826502.6234
1087	826499.6829
1088	826498.7872
1089	826496.2403
1090	826493.3681
1091	826492.2114
1092	826492.1714
1093	826488.5979
1094	826486.7269
1095	826484.3927
1096	826481.0943
1097	826481.0538
1098	826481.0293
1099	826479.2733
1100	826476.1234
1101	826473.9943
1102	826471.084
1103	826469.6967
1104	826469.2602
1105	826468.2511
1106	826468.2209
1107	826467.0565
1108	826467.0391
1109	826466.7551
1110	826465.6414
1111	826465.6121
1112	826465.5569
1113	826463.8222
1114	826461.4513
1115	826460.5113
1116	826458.9887
1117	826457.6669
1118	826454.7677
1119	826454.7484
1120	826454.7329
1121	826452.3876
1122	826450.677
1123	826450.6638
1124	826447.0366
1125	826445.0898
1126	826445.0781
1127	826443.7389
1128	826441.6206
1129	826438.8901
1130	826438.8001
1131	826438.7847
1132	826438.7805
1133	826438.0523
1134	826437.3043
1135	826436.1204
1136	826436.1076
1137	826435.1807
1138	826433.48
1139	826431.639
1140	826431.0214
1141	826430.9996
1142	826429.4971
1143	826427.8238
1144	826426.5543
1145	826426.5003
1146	826425.6656
1147	826425.2409
1148	826423.8237
1149	826422.3121
1150	826421.0169
1151	826420.964
1152	826420.9493
1153	826420.9312
1154	826419.8651
1155	826418.811
1156	826418.1343
1157	826418.1142
1158	826418.0973
1159	826418.0843
1160	826417.6674
1161	826416.2867
1162	826414.4562
1163	826414.4468
1164	826414.428
1165	826412.8327
1166	826411.91
1167	826411.3893
1168	826411.1502
1169	826411.135
1170	826410.7073
1171	826409.444
1172	826408.932
1173	826407.5887
1174	826406.708
1175	826406.6389
1176	826406.6225
1177	826406.3385
1178	826406.3158
1179	826405.3064
1180	826404.5433
1181	826403.1413
1182	826403.1248
1183	826402.6847
1184	826402.3133
1185	826401.6992
1186	826401.1122
1187	826401.0965
1188	826400.9458
1189	826400.5274
1190	826400.5132
1191	826400.5069
1192	826400.4976
1193	826400.4876
1194	826400.4805
1195	826400.2219
1196	826400.0291
1197	826400.0275
1198	826399.4245
1199	826397.3976
1200	826395.4814
1201	826395.4616
1202	826395.4572
1203	826395.0403
1204	826395.0391
1205	826393.8173
1206	826393.785
1207	826393.7791
1208	826393.7697
1209	826393.3401
1210	826393.2678
1211	826393.2668
1212	826393.248
1213	826392.7206
1214	826392.5758
1215	826391.6006
1216	826390.7522
1217	826389.9122
1218	826388.5851
1219	826387.4166
1220	826386.9983
1221	826386.993
1222	826386.9836
1223	826386.4965
1224	826385.8754
1225	826385.8661
1226	826385.8627
1227	826385.8509
1228	826385.8456
1229	826384.854
1230	826384.8472
1231	826384.8384
1232	826384.2495
1233	826383.1659
1234	826383.1288
1235	826383.1205
1236	826383.119
1237	826382.268
1238	826380.6913
1239	826380.3158
1240	826380.312
1241	826378.9118
1242	826378.9006
1243	826378.2381
1244	826378.0596
1245	826378.0561
1246	826377.4307
1247	826377.2373
1248	826375.9131
1249	826375.4143
1250	826374.3629
1251	826374.0572
1252	826374.0458
1253	826373.6663
1254	826372.7965
1255	826372.1249
1256	826371.8048
1257	826371.8
1258	826371.4276
1259	826370.5587
1260	826370.5571
1261	826370.5549
1262	826369.7355
1263	826368.587
1264	826368.0384
1265	826366.8555
1266	826366.61
1267	826366.1569
1268	826366.1534
1269	826364.7316
1270	826363.5231
1271	826363.5193
1272	826362.8346
1273	826362.1994
1274	826361.3208
1275	826360.7069
1276	826360.0444
1277	826359.1898
1278	826358.9499
1279	826358.8929
1280	826358.4672
1281	826358.1382
1282	826357.9739
1283	826357.7733
1284	826357.7711
1285	826357.7659
1286	826357.7642
1287	826356.3683
1288	826355.7224
1289	826355.5445
1290	826355.5268
1291	826355.5171
1292	826355.5108
1293	826355.2053
1294	826355.1988
1295	826354.9204
1296	826354.9127
1297	826353.6832
1298	826352.6762
1299	826352.0958
1300	826352.0874
1301	826351.9909
1302	826351.9887
1303	826351.711
1304	826351.707
1305	826351.7059
1306	826351.704
1307	826351.7025
1308	826351.6963
1309	826351.6899
1310	826351.046
1311	826350.7093
1312	826350.2846
1313	826350.282
1314	826350.2812
1315	826350.2519
1316	826350.2504
1317	826349.2123
1318	826348.8822
1319	826348.7776
1320	826347.9596
1321	826347.1665
1322	826347.1609
1323	826347.1582
1324	826347.1556
1325	826347.1547
1326	826347.1539
1327	826347.0242
1328	826346.5358
1329	826346.1407
1330	826346.1391
1331	826345.4167
1332	826345.4149
1333	826345.2804
1334	826344.621
1335	826344.6191
1336	826344.1489
1337	826344.146
1338	826344.1443
1339	826344.1431
1340	826344.1427
1341	826344.1408
1342	826344.1407
1343	826344.1406
1344	826343.7258
1345	826343.3722
1346	826342.9651
1347	826342.9635
1348	826342.0395
1349	826342.0351
1350	826341.7266
1351	826340.7938
1352	826340.2176
1353	826340.2004
1354	826340.1581
1355	826340.1538
1356	826339.9156
1357	826339.9093
1358	826339.6334
1359	826339.3921
1360	826339.3874
1361	826339.3809
1362	826339.0589
1363	826339.0571
1364	826338.8064
1365	826338.5772
1366	826338.0773
1367	826337.8676
1368	826337.5287
1369	826337.5274
1370	826337.2461
1371	826336.6398
1372	826336.3477
1373	826335.3956
1374	826334.5991
1375	826334.1892
1376	826333.9491
1377	826333.571
1378	826333.1442
1379	826333.1365
1380	826332.6781
1381	826332.6705
1382	826332.6661
1383	826332.5717
1384	826332.369
1385	826332.2971
1386	826332.2036
1387	826332.1628
1388	826331.8926
1389	826331.8892
1390	826331.5866
1391	826331.52
1392	826331.2412
1393	826331.0938
1394	826331.043
1395	826330.4463
1396	826330.439
1397	826330.3622
1398	826330.2253
1399	826329.8735
1400	826329.869
1401	826329.7211
1402	826329.2376
1403	826329.2336
1404	826329.1622
1405	826328.9167
1406	826328.8837
1407	826328.882
1408	826328.8768
1409	826328.873
1410	826328.6977
1411	826328.5286
1412	826328.2741
1413	826327.994
1414	826327.6007
1415	826327.5984
1416	826327.3522
1417	826327.1946
1418	826326.8604
1419	826326.857
1420	826326.85
1421	826326.5222
1422	826326.5213
1423	826326.3557
1424	826325.9295
1425	826325.4523
1426	826324.967
1427	826324.5378
1428	826324.3454
1429	826324.2506
1430	826323.9504
1431	826323.7016
1432	826323.2796
1433	826322.9878
1434	826322.9862
1435	826322.7076
1436	826322.687
1437	826322.4338
1438	826322.1183
1439	826321.9046
1440	826321.7059
1441	826321.255
1442	826321.2539
1443	826321.1907
1444	826321.1818
1445	826321.1794
1446	826321.0764
1447	826320.969
1448	826320.944
1449	826320.6954
1450	826320.6895
1451	826320.4793
1452	826320.4781
1453	826320.4769
1454	826320.4743
1455	826320.4724
1456	826320.2615
1457	826320.2608
1458	826320.0478
1459	826319.8282
1460	826319.8251
1461	826319.7655
1462	826319.5057
1463	826319.3444
1464	826319.3408
1465	826319.2162
1466	826319.0316
1467	826318.8018
1468	826318.7649
1469	826318.547
1470	826318.1485
1471	826318.1385
1472	826317.9008
1473	826317.8734
1474	826317.8516
1475	826317.6685
1476	826317.6551
1477	826317.5863
1478	826317.5828
1479	826317.5809
1480	826317.4547
1481	826317.3247
1482	826317.3224
1483	826317.1717
1484	826317.1695
1485	826317.1197
1486	826317.1186
1487	826317.117
1488	826317.1164
1489	826316.8787
1490	826316.7532
1491	826316.7319
1492	826316.7287
1493	826316.5252
1494	826316.4192
1495	826316.4185
1496	826316.3376
1497	826316.092
1498	826316.0857
1499	826316.0825
1500	826316.0811
1501	826315.9477
1502	826315.9462
1503	826315.9447
1504	826315.9445
1505	826315.7444
1506	826315.7443
1507	826315.7426
1508	826315.7415
1509	826315.7414
1510	826315.5961
1511	826315.5372
1512	826315.535
1513	826315.2389
1514	826315.2011
1515	826314.9907
1516	826314.989
1517	826314.8602
1518	826314.7544
1519	826314.7526
1520	826314.7521
1521	826314.5905
1522	826314.4962
1523	826314.4711
1524	826314.4243
1525	826314.4229
1526	826314.3992
1527	826314.3975
1528	826314.3948
1529	826314.27
1530	826314.1752
1531	826314.1747
1532	826313.9792
1533	826313.8648
1534	826313.8595
1535	826313.7717
1536	826313.6107
1537	826313.4175
1538	826313.4159
1539	826313.346
1540	826313.242
1541	826313.14
1542	826313.0537
1543	826312.9804
1544	826312.851
1545	826312.844
1546	826312.8422
1547	826312.8418
1548	826312.7226
1549	826312.7213
1550	826312.6766
1551	826312.5785
1552	826312.5779
1553	826312.5775
1554	826312.4931
1555	826312.4924
1556	826312.449
1557	826312.4245
1558	826312.3088
1559	826312.2239
1560	826312.1404
1561	826312.1133
1562	826311.9641
1563	826311.8568
1564	826311.6947
1565	826311.6936
1566	826311.4827
1567	826311.481
1568	826311.3072
1569	826311.227
1570	826311.0605
1571	826310.9501
1572	826310.7921
1573	826310.7908
1574	826310.701
1575	826310.6608
1576	826310.66
1577	826310.6398
1578	826310.6387
1579	826310.6201
1580	826310.5703
1581	826310.4764
1582	826310.4226
1583	826310.4219
1584	826310.3346
1585	826310.1646
1586	826310.1345
1587	826310.0005
1588	826309.9991
1589	826309.9279
1590	826309.9268
1591	826309.9263
1592	826309.9262
1593	826309.7897
1594	826309.7685
1595	826309.5983
1596	826309.5454
1597	826309.5444
1598	826309.5393
1599	826309.4899
1600	826309.2732
1601	826309.1838
1602	826309.1458
1603	826309.1453
1604	826309.0439
1605	826308.9943
1606	826308.9843
1607	826308.9817
1608	826308.8922
1609	826308.8464
1610	826308.7256
1611	826308.6756
1612	826308.5748
1613	826308.5734
1614	826308.5722
1615	826308.5717
1616	826308.5258
1617	826308.4587
1618	826308.3592
1619	826308.3589
1620	826308.3444
1621	826308.314
1622	826308.3135
1623	826308.3126
1624	826308.2507
1625	826308.244
1626	826308.1567
1627	826308.1383
1628	826308.1373
1629	826308.1367
1630	826308.0424
1631	826308.0139
1632	826308.013
1633	826307.9185
1634	826307.8854
1635	826307.8852
1636	826307.8048
1637	826307.799
1638	826307.7757
1639	826307.6539
1640	826307.653
1641	826307.5906
1642	826307.5903
1643	826307.4692
1644	826307.4117
1645	826307.3527
1646	826307.3521
1647	826307.3518
1648	826307.2999
1649	826307.2995
1650	826307.2129
1651	826307.2037
1652	826307.1595
1653	826307.159
1654	826307.1586
1655	826307.0946
1656	826307.0754
1657	826307.0272
1658	826307.0213
1659	826306.8809
1660	826306.8805
1661	826306.8337
1662	826306.8335
1663	826306.8266
1664	826306.7934
1665	826306.7331
1666	826306.6554
1667	826306.637
1668	826306.5509
1669	826306.4811
1670	826306.4017
1671	826306.4012
1672	826306.3836
1673	826306.3832
1674	826306.383
1675	826306.3386
1676	826306.2414
1677	826306.2154
1678	826306.1831
1679	826306.183
1680	826306.1214
