iter	Passed	Remaining
1501	10613	3519
1502	10620	3511
1503	10626	3504
1504	10632	3496
1505	10637	3489
1506	10642	3481
1507	10647	3473
1508	10653	3466
1509	10658	3458
1510	10664	3451
1511	10670	3443
1512	10675	3436
1513	10681	3428
1514	10686	3421
1515	10692	3413
1516	10697	3406
1517	10703	3398
1518	10708	3390
1519	10714	3383
1520	10720	3376
1521	10725	3368
1522	10731	3361
1523	10737	3353
1524	10742	3345
1525	10747	3338
1526	10752	3330
1527	10758	3323
1528	10763	3315
1529	10769	3308
1530	10773	3300
1531	10779	3292
1532	10785	3285
1533	10791	3278
1534	10796	3270
1535	10802	3263
1536	10807	3255
1537	10814	3248
1538	10819	3241
1539	10826	3233
1540	10832	3226
1541	10837	3218
1542	10843	3211
1543	10849	3204
1544	10854	3196
1545	10860	3189
1546	10867	3182
1547	10875	3175
1548	10881	3168
1549	10887	3160
1550	10892	3153
1551	10900	3146
1552	10906	3139
1553	10913	3132
1554	10919	3124
1555	10926	3117
1556	10932	3110
1557	10939	3103
1558	10945	3096
1559	10951	3088
1560	10956	3081
1561	10963	3074
1562	10971	3067
1563	10976	3060
1564	10984	3053
1565	10992	3046
1566	11001	3039
1567	11007	3032
1568	11016	3026
1569	11022	3018
1570	11029	3011
1571	11036	3004
1572	11041	2997
1573	11047	2990
1574	11054	2982
1575	11060	2975
1576	11066	2968
1577	11072	2960
1578	11080	2954
1579	11087	2947
1580	11093	2939
1581	11098	2932
1582	11113	2927
1583	11121	2920
1584	11127	2913
1585	11134	2906
1586	11139	2898
1587	11145	2891
1588	11151	2884
1589	11158	2877
1590	11165	2870
1591	11170	2862
1592	11176	2855
1593	11182	2848
1594	11187	2840
1595	11192	2833
1596	11199	2826
1597	11206	2819
1598	11211	2811
1599	11218	2804
1600	11225	2797
1601	11232	2790
1602	11239	2783
1603	11245	2776
1604	11251	2769
1605	11257	2761
1606	11263	2754
1607	11268	2747
1608	11274	2739
1609	11279	2732
1610	11284	2724
1611	11290	2717
1612	11295	2710
1613	11300	2702
1614	11306	2695
1615	11312	2688
1616	11317	2680
1617	11322	2673
1618	11327	2665
1619	11333	2658
1620	11338	2651
1621	11345	2644
1622	11350	2636
1623	11355	2629
1624	11361	2621
1625	11367	2614
1626	11374	2607
1627	11381	2600
1628	11387	2593
1629	11395	2586
1630	11400	2579
1631	11406	2572
1632	11412	2564
1633	11418	2557
1634	11423	2550
1635	11429	2542
1636	11434	2535
1637	11440	2528
1638	11447	2521
1639	11454	2514
1640	11460	2507
1641	11469	2500
1642	11475	2493
1643	11480	2486
1644	11486	2478
1645	11493	2471
1646	11500	2464
1647	11507	2457
1648	11512	2450
1649	11517	2443
1650	11523	2435
1651	11528	2428
1652	11535	2421
1653	11543	2414
1654	11550	2407
1655	11557	2400
1656	11564	2393
1657	11570	2386
1658	11576	2379
1659	11584	2372
1660	11592	2365
1661	11599	2358
1662	11607	2352
1663	11614	2345
1664	11621	2338
1665	11627	2331
1666	11634	2324
1667	11642	2317
1668	11648	2310
1669	11656	2303
1670	11663	2296
1671	11669	2289
1672	11675	2282
